	Catalog Name	Course Name	Department
4332	FREN 14300	Phonétique et prononciation	FREN
4333	FREN 14500	French for Global Studies and Economics	FREN
4334	FREN 20100-20200-20300	French Language, History, and Culture I-II-III	FREN
4335	FREN 20100	Language, History, and Culture I	FREN
4336	FREN 20200	Language, History, and Culture II	FREN
4337	FREN 20300	Language, History, and Culture III	FREN
4338	FREN 20500	Ecrire en français	FREN
4339	FREN 20503	Modes De Raisonnement Francais	FREN
4340	FREN 20601	Expression orale et phonétique	FREN
4341	FREN 20602	Expression orale : Décrire l'art moderne et contemporain en français	FREN
4342	FREN 20604	Expression orale : Parler du monde francophone contemporain	FREN
4343	FREN 23333	Reading French for Research Purposes	FREN
4344	FREN 21000	Du Moderne Au Contemporain	FREN
4345	FREN 21500	Stylistique et analyse littéraire	FREN
4346	FREN 21503	Approches à l'analyse littéraire	FREN
4347	FREN 21505	Lire les littératures francophones : éléments d'analyse littéraire	FREN
4348	FREN 21506	Approches à l'analyse littéraire: questionner les classiques	FREN
4349	FREN 21601	Francophone Caribbean Culture and Society: Art, Music, and Cinema	FREN
4350	FREN 21700	Le Roman de la Rose	FREN
4351	FREN 21703	Introduction à la littérature française I	FREN
4352	FREN 21704	Introduction a la litterature francaise du XXe siecle	FREN
4353	FREN 21740	Introduction à la poésie française du XXe siècle	FREN
4354	FREN 21801	Aut et Publics Dans Les Texts Medievaux	FREN
4355	FREN 21901	L'Ecriture Autobiographique Au Moyen Age	FREN
4356	FREN 22000	Poésie et Récit au Moyen Âge	FREN
4357	FREN 22101	l'ecriture De Quotiden Au XXe Siecle	FREN
4358	FREN 22120	Clair de Lune: Etude comparée de la lune dans le Romantisme littéraire et musical	FREN
4359	FREN 22200	L'Autobiographie AU XXE Siecle	FREN
4360	FREN 22203	The Literary Avant-Garde	FREN
4361	FREN 22300	Introduction à la poésie française	FREN
4362	FREN 22410	Proust: The first volume	FREN
4363	FREN 22910	Medieval Beasts	FREN
4364	FREN 23180	Introduction à la comédie: rire, société et genre	FREN
4365	FREN 23201	Racine:  Phedre/Text/Sources/Translations	FREN
4366	FREN 23444	Voyages littéraires, XXe-XXIe siècles	FREN
4367	FREN 23522	Introduction à la satire en France	FREN
4368	FREN 23711	Litterature et photographie	FREN
4369	FREN 23725	La querelle des femmes	FREN
4370	FREN 23810	Memory and Identity in French Literature: Proust to the Present	FREN
4371	FREN 24100	Nature and the Natural in the Middle Ages	FREN
4372	FREN 24110	L'écriture du quotidien au XXe siècle	FREN
4373	FREN 24516	La figure du héros : de Corneille à Sartre	FREN
4374	FREN 24555	Ecological Explorations of the Francophone World	FREN
4375	FREN 24610	Introduction au théâtre français	FREN
4376	FREN 24690	Fairy Tales	FREN
4377	FREN 24700	Introduction à la littérature féminine au Maroc	FREN
4378	FREN 24724	Empowering the Solo Voice: A Feminist Exploration of Francophone Theater Performance	FREN
4379	FREN 24725	Transatlantic Feminism	FREN
4380	FREN 24888	Jeux littéraires, XXe/XXIe siècles	FREN
4381	FREN 24900	Nouvelles du Maghreb	FREN
4382	FREN 25000	Molière: Comedy, Power and Subversion	FREN
4383	FREN 25505	Grandes voix féminines des Lettres africaines	FREN
4384	FREN 25600	Realism and Its Returns in 20th-Century France	FREN
4385	FREN 25610	Figures de l'immigré dans la littérature maghrébine d'expression française	FREN
4386	FREN 25703	Le Roman et L'Histoire (XIXe-XXe Siecles)  100 Units	FREN
4387	FREN 25725	Mental Health Conditions in French and Francophone Literature	FREN
4388	FREN 25900	The People v	FREN
4389	FREN 25910	Racine	FREN
4390	FREN 26003	Introduction à l'autobiographie	FREN
4391	FREN 26012	Introduction au théâtre maghrébin	FREN
4392	FREN 26043	Versailles: Art, Power, Resistance and the Sun King's Palace	FREN
4393	FREN 26220	Classicism and Romanticism	FREN
4394	FREN 26300	Women in French Literature	FREN
4395	FREN 26333	La poésie maghrébine d'expression française	FREN
4396	FREN 26510	Oulipo in Context	FREN
4397	FREN 26680	Literary Games: Oulipo and Onward	FREN
4398	FREN 26700	Jeanne d'Arc, histoire et legende	FREN
4399	FREN 26770	Stories of Oceans and Archipelagos	FREN
4400	FREN 27400	Autobiographies Maghrébines: de l'Ecriture de Soi à l'Ecriture de l'Histoire	FREN
4401	FREN 27600	Ancien Francais/Old French	FREN
4402	FREN 27601	Debats et querelles litteraires au Moyen Age	FREN
4403	FREN 27770	Existentialism and Its Literary Legacies	FREN
4404	FREN 28000	The Theatrical Illusion:  Corneille, Kushner and the Baroque	FREN
4405	FREN 28102	Regendering the Medieval Body Politic	FREN
4406	FREN 28110	Le Roman Medieval, XIIe-XVe siecles	FREN
4407	FREN 28301	La Comedie Classique	FREN
4408	FREN 28410	Ecrire le « Printemps arabe » au Maghreb : témoignages et perspectives littéraires	FREN
4409	FREN 28900	La Princesse de Clèves and the Genesis of the Modern Novel	FREN
4410	FREN 29301	Language Identity and Power in French-Creolophone Contexts	FREN
4411	FREN 29401	Georges Perec Et L'Oulipo	FREN
4412	FREN 29700	Readings in Special Topics	FREN
4413	FREN 29900	BA Paper Preparation: French	FREN
4414	FREN 29901	Academic Research and Writing	FREN
4415	FREN 37000	Neoclassical Aesthetics: Transnational Approaches	FREN
4416	ITAL 10100-10200-10300	Beginning Elementary Italian I-II-III	ITAL
4417	ITAL 10100	Beginning Elementary Italian I	ITAL
4418	ITAL 10200	Beginning Elementary Italian II	ITAL
4419	ITAL 10300	Beginning Elementary Italian III	ITAL
4420	ITAL 12200	Italian for Speakers of Romance Languages	ITAL
4421	ITAL 13333	Reading Italian for Research Purposes Prerequisite Course	ITAL
4422	ITAL 20100-20200-20300	Italian Language, History, and Culture I-II-III	ITAL
4423	ITAL 20100	Language, History, and Culture I	ITAL
4424	ITAL 20200	Language, History, and Culture II	ITAL
4425	ITAL 20300	Language, History, and Culture III	ITAL
4426	ITAL 20222	Italian for Speakers of Romance Languages II	ITAL
4427	ITAL 20400	Corso di perfezionamento	ITAL
4428	ITAL 20600	Cinema italiano: lingua e cultura	ITAL
4429	ITAL 20650	Translating Italian Comics: Discovering 20th- and 21st-Century Language and Culture	ITAL
4430	ITAL 20660	Italian Comics: A Century Long (Hi)story	ITAL
4431	ITAL 21703	Survey-1: Lett Italiana	ITAL
4432	ITAL 21800	Italo Calvino	ITAL
4433	ITAL 21803	Survey-2: Lett Italiana	ITAL
4434	ITAL 21820	Italo Calvino: the Dark Side	ITAL
4435	ITAL 21822	Creative Ecologies: Environmental and Multispecies Storytelling	ITAL
4436	ITAL 21900	Dante's Divine Comedy 1:  Inferno	ITAL
4437	ITAL 22000	Dante's Divine Comedy II: Purgatorio	ITAL
4438	ITAL 22010	Portrait and Self-Portrait	ITAL
4439	ITAL 22101	Dante's Divine Comedy III: Paradiso	ITAL
4440	ITAL 22200	Introduction to the Renaissance	ITAL
4441	ITAL 22210	Italian Renaissance Epic	ITAL
4442	ITAL 22300	The Literary Republic of Italy	ITAL
4443	ITAL 22440	Women in Italian Organized Crime Through Cinema	ITAL
4444	ITAL 22560	Poetic Postures of the Twentieth Century	ITAL
4445	ITAL 22600	The Making and Unmaking of Petrarch's Canzoniere	ITAL
4446	ITAL 22722	Magic, Madness, and Marvels: Renaissance Epic Literature from the Page to the Stage	ITAL
4447	ITAL 22800	Cinematic Sicily: Exploring the Island and its Otherness through Film	ITAL
4448	ITAL 22900	Vico's New Science	ITAL
4449	ITAL 23000	Machiavelli and Machiavellism	ITAL
4450	ITAL 23100	Dante E I Suoi Rivali	ITAL
4451	ITAL 23101	Early Italian Lyric: Dante and His Rivals	ITAL
4452	ITAL 23125	Italian Oral Traditions from the Middle Ages to the Poetry Slam	ITAL
4453	ITAL 23200	Children's Literature as an Avant-Garde	ITAL
4454	ITAL 23205	Food and Culture in Italian Literature	ITAL
4455	ITAL 23300	La Vita Nuova E Il Purgatorio	ITAL
4456	ITAL 23333	Reading Italian for Research Purposes	ITAL
4457	ITAL 23403	Marinella	ITAL
4458	ITAL 23410	Reading and Practice of the Short Story	ITAL
4459	ITAL 23502	Boccaccio's Decameron	ITAL
4460	ITAL 23510	Barocco e Neobarocco	ITAL
4461	ITAL 23525	Performing Renaissance Demons	ITAL
4462	ITAL 23624	The Geography of Italian Cinema	ITAL
4463	ITAL 23710	Sulla sopravvivenza	ITAL
4464	ITAL 23822	The Renaissance of Emotions	ITAL
4465	ITAL 23900	"Marsilio Ficino's ""On Love""  100 Units"	ITAL
4466	ITAL 24100	Goldoni	ITAL
4467	ITAL 24110	Love and Transformation	ITAL
4468	ITAL 24300	Francis Of Assis/Franciscanism	ITAL
4469	ITAL 24410	Vichianism: The Italian (Counter-) Enlightenment	ITAL
4470	ITAL 24700	Giacomo Leopardi	ITAL
4471	ITAL 24910	Italo Svevo	ITAL
4472	ITAL 24920	Primo Levi	ITAL
4473	ITAL 24930	Italy and the Bomb	ITAL
4474	ITAL 25000	Machiavelli E Guicciardini	ITAL
4475	ITAL 25201	Renaissance Treaties Oflov	ITAL
4476	ITAL 25210	Brevitas	ITAL
4477	ITAL 25218	Reading Nonhuman Animals: A Challenge to Anthropocentrism	ITAL
4478	ITAL 25500	Poesia lirica del '500	ITAL
4479	ITAL 26000	Gramsci	ITAL
4480	ITAL 26002	Philosophical Petrarchism	ITAL
4481	ITAL 26200	Renaissance and Baroque Fairytales and Their Modern Rewritings	ITAL
4482	ITAL 26204	Italian Renaissance Humanism	ITAL
4483	ITAL 26210	The World in Ruins	ITAL
4484	ITAL 26401	Torquato Tasso	ITAL
4485	ITAL 26500	Renaissance Demonology	ITAL
4486	ITAL 26600	Bruno/Campanella	ITAL
4487	ITAL 26703	Tasso's Jerusalem Delivered	ITAL
4488	ITAL 27001	Teatro Italiano Moderno	ITAL
4489	ITAL 27500	Women and the Mafia in Contemporary Italian Cinema	ITAL
4490	ITAL 27600	Beyond Ferrante: Italian Women Writers Rediscovered and the Global Editorial Market	ITAL
4491	ITAL 27700	The (Auto)Biography of a Nation: Francesco De Sanctis and Benedetto Croce	ITAL
4492	ITAL 28400	Pasolini	ITAL
4493	ITAL 28424	Displacing Caravaggio: Art, Media, and Contemporary Visual Culture	ITAL
4494	ITAL 28500	Petrarch and the Birth of Western Modernity	ITAL
4495	ITAL 28702	Italian Comic Theater	ITAL
4496	ITAL 28705	Literature as Resistance: Reclaiming Italian Margins	ITAL
4497	ITAL 29600	The Worlds of Harlequin: Commedia Dell'arte	ITAL
4498	ITAL 29700	Readings in Special Topics	ITAL
4499	ITAL 29900	BA Paper Preparation: Italian	ITAL
4500	KREY 12201	Kreyòl for Speakers of Romance Languages I	KREY
4501	KREY 12301	Kreyòl for Speakers of Romance Languages II	KREY
4502	KREY 20400	Ekspresyon ekri: Kreyòl lakay soti Ayiti rive nan dyaspora a	KREY
4503	KREY 21100	Lang, Sosyete ak Kilti Ayisyèn I	KREY
4504	KREY 21200	Lang, Sosyete ak Kilti Ayisyèn II	KREY
4505	KREY 21600	Francophone Caribbean Culture and Society: Art, Music, and Cinema	KREY
4506	KREY 29300	Language Identity and Power in French-Creolophone Contexts	KREY
4507	PORT 10100-10200-10300	Beginning Elementary Portuguese I-II-III	PORT
4508	PORT 10100	Beginning Elementary Portuguese I	PORT
4509	PORT 10200	Beginning Elementary Portuguese II	PORT
4510	PORT 10300	Beginning Elementary Portuguese III	PORT
4511	PORT 12200	Portuguese For Spanish Speakers	PORT
4512	PORT 14100	Portuguese for Speakers of Romance Languages	PORT
4513	PORT 14500	Portuguese for the Professions: Intensive Business Portuguese	PORT
4514	PORT 20100-20200	Intermediate Portuguese; Advanced Portuguese	PORT
4515	PORT 20100	Intermediate Portuguese	PORT
4516	PORT 20200	Advanced Portuguese	PORT
4517	PORT 20500	Cultura do Mundo Lusófono	PORT
4518	PORT 20600	Composição e Conversação Avançada	PORT
4519	PORT 21500	Curso de Aperfeiçoamento	PORT
4520	PORT 21903	Brazilian Theater and Film	PORT
4521	PORT 22350	Speaking Truth to Power in Medieval Iberia	PORT
4522	PORT 23424	Building a Nation: Brazilian Culture from Modernism to the Present	PORT
4523	PORT 24110	Ecocritical Perspectives in Latin American Literature and Film	PORT
4524	PORT 25000	The Amazon: Literature, Culture, Environment	PORT
4525	PORT 26000	Afro-Brazilian Literature	PORT
4526	PORT 26810	From Cannibalism to Tropicalism: Brazilian Avant-Gardes	PORT
4527	PORT 26900	Travels to Backlands of Brazil and Portuguese-speaking Africa	PORT
4528	PORT 27200	Introduction to Brazilian Culture	PORT
4529	PORT 29700	Readings in Special Topics	PORT
4530	PORT 29900	BA Paper Preparation: Portuguese	PORT
4531	SPAN 10100-10200-10300	Beginning Elementary Spanish I-II-III	SPAN
4532	SPAN 10100	Beginning Elementary Spanish I	SPAN
4533	SPAN 10200	Beginning Elementary Spanish II	SPAN
4534	SPAN 10300	Beginning Elementary Spanish III	SPAN
4535	SPAN 12001-12002-12003	Intensive Spanish I-II-III	SPAN
4536	SPAN 12001	Intensive Spanish I	SPAN
4537	SPAN 12002	Intensive Spanish II	SPAN
4538	SPAN 12003	Intensive Spanish III	SPAN
4539	SPAN 20100-20200-20300	Spanish Language, History, and Culture I-II-III	SPAN
4540	SPAN 20100	Language, History, and Culture I	SPAN
4541	SPAN 20200	Language, History, and Culture II	SPAN
4542	SPAN 20300	Language, History, and Culture III	SPAN
4543	SPAN 20102-20302	Language, History, and Culture for Heritage Speakers I-II-III	SPAN
4544	SPAN 20102	Language, History, and Culture for Heritage Speakers I	SPAN
4545	SPAN 20302	Language, History, and Culture for Heritage Speakers II/III	SPAN
4546	SPAN 20304	Spanish for the Professions	SPAN
4547	SPAN 20305	Legal Spanish: Public Interest Law in the US	SPAN
4548	SPAN 20310	Chicago Habla Español	SPAN
4549	SPAN 20401-20501	Gramática avanzada y cultura contemporánea para la argumentación I-II	SPAN
4550	SPAN 20401	Gramática avanzada y cultura contemporánea para la argumentación I	SPAN
4551	SPAN 20501	Gramática avanzada y cultura contemporánea para la argumentación II	SPAN
4552	SPAN 20402	Curso de redacción académica para hablantes nativos	SPAN
4553	SPAN 20602	Discurso académico para hablantes nativos	SPAN
4554	SPAN 21100	Las regiones del español	SPAN
4555	SPAN 21101	Basque Culture and Society	SPAN
4556	SPAN 21150	El español en los Estados Unidos	SPAN
4557	SPAN 21310	Golden Age Poetry	SPAN
4558	SPAN 21500	Introducción al análisis literario	SPAN
4559	SPAN 21610	Catalan Culture and Society: Art, Music, and Cinema	SPAN
4560	SPAN 21703	Introducción a las literaturas hispánicas: textos españoles clásicos	SPAN
4561	SPAN 21705	Iberian Literatures and Cultures: Medieval and Early Modern	SPAN
4562	SPAN 21803	Introducción a las literaturas hispánicas: textos españoles contemporáneos	SPAN
4563	SPAN 21805	Iberian Literatures and Cultures: Modern and Contemporary	SPAN
4564	SPAN 21903	Intro	SPAN
4565	SPAN 21905	Latin American Literatures and Cultures: Colonial and 19th-Century	SPAN
4566	SPAN 21910	Contemporary Catalan Literature	SPAN
4567	SPAN 21950	"Dark Stairways of Desire"": Lusting beyond the Norm in Contemporary Catalan Literature"	SPAN
4568	SPAN 22003	Introducción a las literaturas hispánicas: del modernismo al presente	SPAN
4569	SPAN 22005	Latin American Literatures and Cultures: 20th and 21st Centuries	SPAN
4570	SPAN 22266	Witchcraft and the Cultural Imagination	SPAN
4571	SPAN 22324	Empire and Nation in Modern Spain	SPAN
4572	SPAN 22350	Speaking Truth to Power in Medieval Iberia	SPAN
4573	SPAN 22423	Gender and Sexuality in Early Modern Spain	SPAN
4574	SPAN 22424	Between History and Fiction: Race, Modernity, and Revolution in the Hispanic Caribbean	SPAN
4575	SPAN 22521	¿Qué onda, Siri? Ciencia Ficción Latinoamericana	SPAN
4576	SPAN 22523	Transpacific Des-orientations: Cultural Relations between Asia & Latin America (16th-21st centuries)  100 Units	SPAN
4577	SPAN 22623	Writing Contagion	SPAN
4578	SPAN 22701	Poesía, nación y ciudadanía en el siglo XIX hispanoamericano	SPAN
4579	SPAN 22723	Censorship: A View From Literature	SPAN
4580	SPAN 22770	"Que otros sean lo Normal"": Pertinencia y otredad en la literatura trans en español"	SPAN
4581	SPAN 22821	Women and Horror in Contemporary Latin America	SPAN
4582	SPAN 22822	Mexico City in Literature, Photography, and Film	SPAN
4583	SPAN 23025	Vidas Infames: Sujetos heterodoxos en el mundo hispánico (1500-1800)  100 Units	SPAN
4584	SPAN 23125	Literatura latina de Chicago	SPAN
4585	SPAN 23200	Renaissance Epic: Camões, Ercilla, Tasso	SPAN
4586	SPAN 23225	Decolonizing the Classics: Adaptive Performance in the Americas	SPAN
4587	SPAN 23325	Indigenous Feminisms of Latin America	SPAN
4588	SPAN 23333	Reading Spanish for Research Purposes	SPAN
4589	SPAN 23380	Latinx/Northern Mexico Life Writing	SPAN
4590	SPAN 23425	Crime Fiction (17th-20th century)  100 Units	SPAN
4591	SPAN 23501	Alone in the Mountains: Tales of Freedom and Violence in Contemporary Catalan Literature	SPAN
4592	SPAN 23555	Learned Women: Spaces of Knowledge, Self-Actualization, and Power	SPAN
4593	SPAN 24110	Ecocritical Perspectives in Latin American Literature and Film	SPAN
4594	SPAN 24170	El arte de sobrevivir: la tradición picaresca	SPAN
4595	SPAN 24420	Unsettling Encounters: Colonial Latin America in Film	SPAN
4596	SPAN 24701	Introduction to Basque Culture	SPAN
4597	SPAN 24716	Spanish Cinema-Basque Cinema	SPAN
4598	SPAN 24730	The Revitalization of the Basque Language	SPAN
4599	SPAN 24770	Sex, Crime and Horror in Argentine Literature	SPAN
4600	SPAN 24801	Literatura y crimen	SPAN
4601	SPAN 25101	Marti	SPAN
4602	SPAN 25200	Poetica E Historia Del Relato Breve en Espana	SPAN
4603	SPAN 25555	The Amazon: Literature, Culture, Environment	SPAN
4604	SPAN 25605	Inquisiciones	SPAN
4605	SPAN 25770	Long Readings: Novels from Chile	SPAN
4606	SPAN 26025	Dreams of Empire: Fictions of the Early Modern Past	SPAN
4607	SPAN 26210	Witches, Sinners, and Saints	SPAN
4608	SPAN 26525	Literatura política en el Siglo de Oro	SPAN
4609	SPAN 26555	Self-determination and Democracy in Spain: The Case of Catalonia	SPAN
